Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-05 00:00:00-04:00,110.80227427302496,113.46751863303268,110.4520953152141,113.32160949707033,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,112.54345067949198,112.9519978108433,109.18757711311164,110.07275390625,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,111.49292694400955,112.3975548762922,111.01628983580524,111.94037628173828,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,113.07842855908564,113.22433769308869,111.46371367294668,111.8333511352539,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,112.13490552618048,113.80798131062522,111.78472652844798,113.77880096435548,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,116.78449677232146,121.76481458334484,116.0257780752071,121.00609588623048,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,121.8523509831308,121.96907978641414,116.38568190119372,117.7961196899414,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,117.69885586154554,119.67347184273213,116.35650794568298,117.88367462158205,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,115.48105698538242,117.89339294386204,114.92660814304054,117.41676330566406,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,117.97122507402564,118.23386306147653,115.56861068687554,115.77288055419922,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,116.68722375774855,117.1346730450766,112.50454176511802,112.81581115722656,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,113.0297966240417,115.73395813213436,112.4753478178989,114.30406188964844,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,113.48697056487585,115.47131553347286,113.2729714867065,113.6815185546875,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,114.24570410467128,114.81961147307034,111.4637305673421,112.5920867919922,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,113.21461087321912,113.37024926516855,111.1621759621794,111.90144348144533,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,110.8995436916035,113.370247465222,109.800367974341,111.91117095947266,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,112.33918213169002,114.08034796929373,111.415103145049,113.4188995361328,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,111.91119126662696,112.28082137684017,108.06895131820131,108.16622161865234,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,109.30429841508608,113.73988906858683,109.138930754146,112.17381286621094,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,108.03005996953382,108.93468801697114,104.78118537371022,105.89008331298828,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,106.1332410376146,107.6604077052679,104.39207526396882,105.8025131225586,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,106.66822990485883,108.44829771179336,105.763602118508,107.42694854736328,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,111.02601994719268,112.4364579265143,109.28485402450514,111.8139190673828,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,114.73204826054967,116.3564924386585,113.6815187983034,115.78258514404295,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,115.29052521485966,116.14799095011888,113.1565957663913,115.65105438232422,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,117.4147269877698,118.86657505737033,113.07866742947716,113.3417510986328,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,112.59145738080136,114.57921861893703,111.20780945261691,113.00070190429688,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,114.1894662365786,116.56698735100086,113.458669258225,116.43057250976562,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,116.5572512865548,117.44394777392752,115.5341325209194,116.15774536132812,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,116.38185824859464,116.60596516096147,114.85205685711352,116.20646667480467,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,115.8751546907103,117.8921538375377,115.12487314428871,117.2198257446289,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,116.48905207972464,117.58037091037836,115.91415453796073,116.33314514160156,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,115.57311658349964,116.75213491699658,114.9787343957129,115.00796508789062,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,114.57922192592288,116.01158523354933,113.8191942363378,115.6023406982422,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,115.6023270585875,115.72899584722248,114.28689410227584,114.33560943603516,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,114.17971488763942,114.60845147390664,110.83753656463604,110.93497467041016,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,110.99345018861624,112.883773343832,109.70724035208704,112.22118377685548,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,112.59147523636938,113.76074761294568,112.22119995101332,113.0591812133789,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,113.58533560344574,114.48177809334692,113.24429850772805,113.60482025146484,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,113.97510085734368,117.87268484188316,113.8191939296174,116.00184631347656,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,117.91164198667394,120.3086548468947,116.93724615240288,119.5778579711914,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,118.89580031413836,120.21124090192976,117.79473547645512,119.9286651611328,89004200,0.0,0.0
2020-12-03 00:00:00-05:00,120.3573879750848,120.61073301099076,119.08093162233982,119.79224395751952,78967600,0.0,0.0
2020-12-04 00:00:00-05:00,119.46094065635504,119.7142856820755,118.40859125787108,119.11990356445312,78260400,0.0,0.0
2020-12-07 00:00:00-05:00,119.17838728618668,121.3805246031321,119.11992589777168,120.5815200805664,86712000,0.0,0.0
2020-12-08 00:00:00-05:00,121.18564255631568,121.78002475694832,119.93840933537945,121.19538116455078,82225500,0.0,0.0
2020-12-09 00:00:00-05:00,121.34150707445563,122.7251473181865,117.90189111003242,118.66191864013672,115089200,0.0,0.0
2020-12-10 00:00:00-05:00,117.41472863801997,120.69844613179018,117.07369149393158,120.0845718383789,81312200,0.0,0.0
2020-12-11 00:00:00-05:00,119.29530252010171,119.61685498411975,117.46344071723956,119.27581787109376,86939800,0.0,0.0
2020-12-14 00:00:00-05:00,119.4609228940989,120.19171973982225,118.42806573103924,118.66191864013672,79184500,0.0,0.0
2020-12-15 00:00:00-05:00,121.15641074740138,124.62526601137206,120.95178845301264,124.60577392578124,157243700,0.0,0.0
2020-12-16 00:00:00-05:00,124.14779181691584,125.0832036047306,123.31954931044656,124.53754425048828,98208600,0.0,0.0
2020-12-17 00:00:00-05:00,125.59963849451056,126.2622355061444,124.76165733950788,125.4047622680664,94359800,0.0,0.0
2020-12-18 00:00:00-05:00,125.6581058023967,125.7945206380112,122.89081749267945,123.4169921875,192541500,0.0,0.0
2020-12-21 00:00:00-05:00,121.81898239256174,125.0247460652675,120.28918099826036,124.94679260253906,121251600,0.0,0.0
2020-12-22 00:00:00-05:00,128.24022015212188,130.96853111723706,126.33039801611169,128.50331115722656,168904800,0.0,0.0
2020-12-23 00:00:00-05:00,128.77619836723767,129.0392746219151,127.43152692646524,127.60692596435548,88223700,0.0,0.0
2020-12-24 00:00:00-05:00,127.95769770274158,130.04290467587725,127.7433293801488,128.59104919433594,54930100,0.0,0.0
2020-12-28 00:00:00-05:00,130.55933439782115,133.82355230210814,130.09161358052606,133.19020080566406,124486200,0.0,0.0
2020-12-29 00:00:00-05:00,134.5153654533124,135.23640894920797,130.90034989432698,131.41677856445312,121047300,0.0,0.0
2020-12-30 00:00:00-05:00,132.10864222516685,132.50814824653503,129.98445071914335,130.2962646484375,96452100,0.0,0.0
2020-12-31 00:00:00-05:00,130.64702774975748,131.29013272873263,128.3474524139923,129.29261779785156,99116600,0.0,0.0
2021-01-04 00:00:00-05:00,130.10136410422703,130.18905617994074,123.51444475784658,126.09659576416016,143301900,0.0,0.0
2021-01-05 00:00:00-05:00,125.58988695133851,128.36692121346996,125.1416582953915,127.65560150146484,97664900,0.0,0.0
2021-01-06 00:00:00-05:00,124.4498696920712,127.69461045301895,123.14417506694096,123.3585433959961,155088000,0.0,0.0
2021-01-07 00:00:00-05:00,125.07348804043062,128.25976755366722,124.58628997465584,127.56793975830078,109578200,0.0,0.0
2021-01-08 00:00:00-05:00,129.0392514479538,129.23414253685505,126.89558328296364,128.6689910888672,105158200,0.0,0.0
2021-01-11 00:00:00-05:00,125.8822343980316,126.83713841190136,125.2098987108819,125.67760467529295,100384500,0.0,0.0
2021-01-12 00:00:00-05:00,125.20989835135184,126.36943208463072,123.6118893484401,125.5022201538086,91951100,0.0,0.0
2021-01-13 00:00:00-05:00,125.4632279789547,128.08435568917824,125.2001517548226,127.5386962890625,88636800,0.0,0.0
2021-01-14 00:00:00-05:00,127.45099807958694,127.6458743033761,125.46322193987008,125.60939025878906,90221800,0.0,0.0
2021-01-15 00:00:00-05:00,125.48271340602643,126.88584599937764,123.74828974705144,123.88470458984376,111598500,0.0,0.0
2021-01-19 00:00:00-05:00,124.50829932907384,125.41449519229258,123.68981039127024,124.55702209472656,90757300,0.0,0.0
2021-01-20 00:00:00-05:00,125.36578090905977,129.0977190154373,125.25859676461178,128.6494903564453,104319500,0.0,0.0
2021-01-21 00:00:00-05:00,130.3741971240205,136.0938972964428,130.1695674073792,133.36558532714844,120150900,0.0,0.0
2021-01-22 00:00:00-05:00,132.7907187593955,136.2693204823604,131.56298484617028,135.50929260253906,114459400,0.0,0.0
2021-01-25 00:00:00-05:00,139.40683420534555,141.37510329816405,133.04401504155618,139.2606658935547,157611700,0.0,0.0
2021-01-26 00:00:00-05:00,139.92327397986588,140.60534821810342,137.75036015705467,139.49453735351562,98390600,0.0,0.0
2021-01-27 00:00:00-05:00,139.75761679075893,140.605351455325,136.8149514568833,138.42269897460938,140843800,0.0,0.0
2021-01-28 00:00:00-05:00,135.9477307492471,138.35448999967485,133.19992695994156,133.57994079589844,142621100,0.0,0.0
2021-01-29 00:00:00-05:00,132.3522064767238,133.2389103783543,126.8761058794983,128.581298828125,177523800,0.0,0.0
2021-02-01 00:00:00-05:00,130.32546101984542,131.91373120913244,127.5776572470742,130.70547485351562,106239800,0.0,0.0
2021-02-02 00:00:00-05:00,132.25476545115475,132.81991691760996,131.16344668453948,131.53372192382812,83305400,0.0,0.0
2021-02-03 00:00:00-05:00,132.28399787741546,132.29375135316877,130.18905238870838,130.51060485839844,89880900,0.0,0.0
2021-02-04 00:00:00-05:00,132.8101805826387,133.8820072844467,131.14395684543172,133.8722686767578,84183100,0.0,0.0
2021-02-05 00:00:00-05:00,134.033283551068,134.1015854508509,132.57925865202728,133.45751953125,75693800,0.205,0.0
2021-02-08 00:00:00-05:00,132.7451425942424,133.65269267140306,131.66194630942968,133.60389709472656,71297200,0.0,0.0
2021-02-09 00:00:00-05:00,133.3209020588762,134.5504851694013,132.56950670280034,132.7256317138672,76774200,0.0,0.0
2021-02-10 00:00:00-05:00,133.18431136880906,133.68200554782806,131.1545368949886,132.12063598632812,73046600,0.0,0.0
